,pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_orbsmax,pl_insol,pl_orbeccen,st_teff,st_rad,pl_dens
968,HD 217786 b,12.3,4402.55909376,1301.36009,,2.446,,0.311,5966.0,1.27,13.0
969,HD 217786 c,2.61,7.31005336,2.52221,,0.038,,0.399,5966.0,1.27,2.26
970,HD 217958 b,14.2,166.54208527,2560.19774,,3.758,,0.156,5930.64,1.32619,0.32
971,HD 218566 b,9.32,63.566,225.7,,0.69,,0.3,4730.0,0.85,0.431
972,HD 219077 b,12.5,3057.50927534,5478.68861,,5.935,,0.768,5362.0,1.91,8.6
973,HD 219134 b,1.602,4.74,3.092926,1015.0,0.03876,176.2,0.0,4699.0,0.778,6.34
974,HD 219134 c,1.511,4.36,6.76458,782.0,0.0653,62.1,0.062,4699.0,0.778,6.95
975,HD 219134 d,1.61,16.17,46.859,410.5,0.237,4.72,0.138,4699.0,0.778,
976,HD 219134 f,1.31,7.3,22.717,522.6,0.1463,12.38,0.148,4699.0,0.778,
977,HD 219134 g,3.28,10.80622,94.2,,0.3753,,0.0,4913.0,0.77,1.68
978,HD 219134 h,12.7,108.0622,2247.0,,3.11,,0.06,4913.0,0.77,0.29
979,HD 219139 b,14.0,247.90615746,275.5,,0.94,,0.11,4831.0,11.22,0.496
980,HD 219415 b,13.8,317.83,2093.3,,3.2,,0.4,4820.0,2.9,0.665
981,HD 219666 b,4.898,17.6,6.034468,1076.0,0.06356,598.4408,0.05,5540.0,1.059,0.87
982,HD 219828 b,4.59,19.06970442,3.83483,,0.049,,0.091,5891.0,1.56,1.08
983,HD 219828 c,12.2,5102.41724598,4789.87297,,5.657,,0.811,5891.0,1.56,15.4
984,HD 220074 b,12.2,5288.6912,672.09998,,1.6,,0.14,3787.0,54.92,16.0
985,HD 220197 b,9.32,63.566,1728.0,,2.729,,0.187,5683.0,0.98,0.431
986,HD 220689 b,13.7,381.3940884,2266.4,,3.396,,0.054,5921.0,1.068,0.815
987,HD 220773 b,13.6,460.8,3724.7,,4.94,,0.51,5940.0,1.679696,1.01
988,HD 220842 b,13.1,1010.6994,218.47,,0.74,,0.404,5960.0,1.41647,2.47
989,HD 221287 b,13.1,982.05,456.1,,1.25,,0.08,6304.0,1.13864,2.4
990,HD 221416 b,9.17,60.5,14.2767,1314.67,0.1228,495.9065,0.115,5080.0,2.943,0.431
991,HD 221420 b,12.0,7278.2705203,10090.0,,10.15,,0.14,5847.0,1.947,23.1
992,HD 221585 b,13.5,511.7063,1173.0,,2.306,,0.123,5620.0,1.850575,1.14
993,HD 222076 b,13.5,495.8148,871.0,,1.83,,0.08,4806.0,4.1,1.11
994,HD 222155 b,13.4,581.62598481,3999.0,,5.14,,0.16,5701.0,1.85,1.33
995,HD 222237 b,12.8,1649.52943233,14892.0,,10.8,,0.56,4751.0,0.71,4.32
996,HD 222582 b,12.6,2660.2371,572.38,,1.34,,0.73,5790.0,1.13,7.31
997,HD 224018 b,0.91,4.1,10.6413,968.0,0.0952,,0.06,5784.0,1.147,17.1
998,HD 224018 c,2.42,10.4,36.57669,641.0,0.217,,0.02,5784.0,1.147,4.0
999,HD 224018 d,2.4,4.2,138.0731,411.0,0.53,,0.04,5784.0,1.147,1.7
1000,HD 224538 b,12.7,2075.73732612,1202.05199,,2.375,,0.476,6097.0,1.54,5.57
1001,HD 224693 b,14.0,222.481,26.6904,,0.191,,0.104,5894.0,1.93,0.446
1002,HD 22496 b,2.22,5.57,5.09071,573.0,0.051,26.0,,4385.0,0.674,2.8
1003,HD 22532 b,13.4,673.79622284,872.6,,1.9,,0.03,5038.0,5.69,1.54
1004,HD 22781 b,12.3,4338.2,528.07,,1.167,,0.8191,5027.0,0.743475,12.8
1005,HD 22946 d,2.607,26.57,47.42489,546.0,0.2958,18.561,,6169.0,1.117,10.8
1006,HD 23079 b,13.2,845.42356262,735.74,,1.6,,0.07348,5994.0,1.08,2.02
1007,HD 23079 c,2.8,8.26,5.748913,,,,0.097,5994.0,1.08,2.07
1008,HD 23127 b,13.5,485.32641,1211.17,,2.37,,0.406,5843.0,1.49,1.08
1009,HD 231701 b,13.7,359.1479,141.63,,0.567,,0.13,6101.0,1.53,0.768
1010,HD 233604 b,12.7,2089.644,192.0,,0.747,,0.05,4791.0,10.9,5.61
1011,HD 233832 b,13.5,565.7374,2058.0,,2.827,,0.359,4981.0,0.68,1.26
1012,HD 23472 b,2.0,8.32,17.667087,543.0,0.1162,16.0,0.072,4684.0,0.71,6.15
1013,HD 23472 c,1.87,3.41,29.79749,467.0,0.1646,7.96,0.063,4684.0,0.71,3.1
1014,HD 23472 d,0.75,0.55,3.97664,909.0,0.04298,117.0,0.07,4684.0,0.71,7.5
1015,HD 23472 e,0.818,0.72,7.90754,723.0,0.068,46.7,0.07,4684.0,0.71,7.5
1016,HD 23472 f,1.137,0.77,12.1621839,630.0,0.0906,26.3,0.07,4684.0,0.71,3.0
1017,HD 235088 b,1.982,4.15,7.4341325,805.0,0.0706,70.0,0.0,5075.0,0.772,2.922216
1018,HD 23596 b,12.4,3786.607641,1535.11912,,2.694,,0.282,6040.0,1.53,10.9
1019,HD 238090 b,2.52,6.89,13.671,469.6,0.0932,8.1,0.3,3933.0,0.57,2.37
1020,HD 238914 b,12.8,1906.98,4100.0,,5.7,,0.56,4769.0,12.73,5.0
1021,HD 240210 b,12.8,1655.82,501.75,,1.16,,0.15,4297.0,25.456816,4.34
1022,HD 240237 b,12.2,5050.3187,745.70001,,1.92,,0.4,3926.0,71.23,15.3
1023,HD 24040 b,12.9,1589.142035,3668.0,,4.92,,0.04,5802.0,1.3,4.07
1024,HD 24040 c,9.35,63.88350981,515.4,,1.3,,0.11,5776.49,1.387296,0.429
1025,HD 24064 b,12.3,4096.8287,535.59998,,1.29,,0.35,4052.0,40.0,12.1
1026,HD 24085 b,3.46,11.8,2.0455,,0.034,,0.22,6034.0,1.412551,1.57
1027,HD 25015 b,12.5,2884.92845034,6134.427,,6.248,,0.341,5160.0,0.83,8.12
1028,HD 25171 b,13.9,290.81445,1802.29,,2.971,,0.042,6125.0,1.23,0.595
1029,HD 25463 b,2.54535814,8.7,7.0491423,1198.46,0.076,461.4,0.0,6353.0,1.4182,2.87
1030,HD 25463 c,1.36354953,4.3,3.04405,1585.57,0.0443,1413.5,0.0,6353.0,1.4182,9.09
1031,HD 25723 b,13.3,794.5710175,457.01,,1.49,,0.04,4766.0,13.76,1.86
1032,HD 25912 b,6.9,38.13940884,41.83156,,0.242,,0.05,5920.58,0.995896,0.638
1033,HD 25912 c,12.2,5252.75008249,26308.65619,,17.848,,0.051,5920.58,0.995896,15.9
1034,HD 260655 b,1.24,2.14,2.76953,709.0,0.02933,42.2,0.039,3803.0,0.439,6.2
1035,HD 260655 c,1.533,3.09,5.70588,557.0,0.04749,16.1,0.038,3803.0,0.439,4.7
1036,HD 26161 b,11.9,9045.39646322,10942.29013,,10.087,,0.922,6057.62,1.455981,29.5
1037,HD 2638 b,14.3,133.4886,3.4442,,0.04,,0.0,5186.0,0.94,0.251
1038,HD 2685 b,16.14096,371.8611,4.12688,2061.0,0.0568,1436.49,0.091,6801.0,1.56,0.486
1039,HD 27442 b,13.5,495.8,428.1,,1.271,,0.06,4846.0,3.18,1.11
1040,HD 27631 b,13.5,495.81231492,2198.14,,3.242,,0.141,5737.0,0.923,1.11
1041,HD 27894 b,14.1,196.73578393,18.01939,,0.125,,0.047,4875.0,0.891767,0.386
1042,HD 27894 c,8.24,51.48846,36.07,,0.198,,0.015,4875.0,0.891767,0.506
1043,HD 27894 d,12.7,2063.65984665,5019.54244,,5.362,,0.343,4875.0,0.891767,5.54
1044,HD 27969 b,12.9,1525.5763536,654.5,261.0,1.552,0.76,0.182,5966.0,1.27,3.91
1045,HD 28109 b,2.69,6.2,22.891054,867.0,0.1357,33.4501,0.0071,6189.0,1.425,1.8
1046,HD 28109 c,4.13,9.2,55.99712,643.0,0.308,29.9535,0.0039,6189.0,1.425,0.7
1047,HD 28109 d,3.11,5.8,84.2899,561.0,0.411,17.3745,0.0054,6189.0,1.425,1.1
1048,HD 28185 b,12.8,1859.29618095,385.92,,1.034,,0.063,5602.0,1.048,4.87
1049,HD 28185 c,12.8,1906.970442,9090.0,,8.5,,0.15,5602.0,1.048,5.0
1050,HD 28192 b,12.2,99.7981198,14.23283,,0.118,,0.104,5919.87,1.07094,0.302
1051,HD 28254 b,13.0,1207.7479466,1333.0,,2.45,,0.95,5664.0,1.48,3.02
1052,HD 284149 AB b,12.0,8352.53053596,,2395.0,431.16,,,6035.0,1.36,26.6
1053,HD 28471 b,1.75,3.72,3.1649,1377.0,0.042,,0.195,5766.0,1.08,3.81
1054,HD 28471 c,2.26,5.72,6.1245,1066.0,0.065,,0.088,5766.0,1.08,2.72
1055,HD 28471 d,2.06,4.91,11.681,945.0,0.1,,0.093,5766.0,1.08,3.09
1056,HD 285507 b,13.8,311.4734,6.0881,,0.06,,0.09,4503.0,0.69,0.651
1057,HD 285968 b,2.83,8.4,8.7836,450.0,0.066,,0.0,3703.49,0.478214,2.04
1058,HD 28678 b,13.5,490.09386,380.2,,1.18,,0.149,4972.0,6.48,1.09
1059,HD 29021 b,12.9,1420.69297929,1365.0,,2.294,,0.453,5560.0,0.85,3.64
1060,HD 290327 b,13.3,772.3269,2443.0,,3.43,,0.08,5505.0,0.95,1.8
1061,HD 29399 b,13.5,498.99059899,892.7,,1.913,,0.05,4845.0,4.5,1.11
1062,HD 2952 b,13.9,284.77425267,312.08,,1.117,,0.269,4853.0,10.9,0.583
1063,HD 29985 b,12.8,1739.47487151,20608.14049,,13.39,,0.261,4678.0,0.574666,4.56
1064,HD 30177 b,12.6,2670.71210402,2514.53422,,3.604,,0.207,5580.0,1.019,7.34
1065,HD 30177 c,12.7,1954.64470305,12085.45186,,10.258,,0.039,5580.0,1.019,5.24
1066,HD 30562 b,13.6,467.20775829,1157.0,,2.34,,0.76,5882.0,1.61,1.02
1067,HD 30669 b,14.3,149.37,1684.0,,2.69,,0.18,5400.0,0.91,0.281
1068,HD 30856 b,13.5,491.68301,847.0,,1.85,,0.061,4895.0,4.4,1.1
1069,HD 31253 b,14.1,197.0546,466.0,,1.26,,0.3,6130.0,1.75,0.386
1070,HD 31527 b,3.22,10.47,16.5535,,0.1254,,0.1,5898.0,1.073694,1.72
1071,HD 31527 c,3.85,14.16,51.2053,,0.2663,,0.04,5898.0,1.073694,1.36
1072,HD 31527 d,3.46,11.82,271.6737,,0.8098,,0.24,5898.0,1.073694,1.57
1073,HD 3167 b,1.67,4.97,0.959641,1774.0,0.01796,1650.0,0.0,5261.0,0.88,5.6
1074,HD 3167 c,3.0,11.13,29.8454,564.0,0.1776,16.9,0.06,5261.0,0.88,2.11
1075,HD 3167 d,1.92,4.33,8.4112,859.5,0.0763,88.9,0.12,5261.0,0.88,3.36
1076,HD 3167 e,2.83,8.41,96.63,374.8,0.3885,,0.15,5261.0,0.88,2.04
1077,HD 32518 b,13.2,905.49313154,157.35,,0.594,,0.028,4580.0,10.22,2.16
1078,HD 32963 b,13.4,657.90480249,2372.0,,3.41,,0.07,5727.0,1.111044,1.5
1079,HD 330075 b,14.3,152.5584,3.38773,990.0,0.04,,0.0,5000.0,0.84,0.287
1080,HD 331093 b,13.6,476.7426105,621.62,,1.44,,0.59,5544.0,1.1112,1.04
1081,HD 33142 b,13.7,400.46379282,330.0,,1.074,,0.049,5025.4,4.17,0.856
1082,HD 33142 c,13.9,282.86728223,810.2,,1.955,,0.081,5025.4,4.17,0.579
1083,HD 33142 d,9.32,63.5656814,89.9,,0.452,,0.191,5025.4,4.17,0.431
1084,HD 332231 b,9.07303305,74.1,18.712024,798.3,0.145,98.09,0.0,6128.0,1.266,0.55
1085,HD 33283 b,12.5,104.56607,18.1991,,0.1508,,0.399,5935.0,1.97,0.294
1086,HD 33564 b,12.5,2892.1,388.0,,1.1,,0.34,6250.0,1.4367,8.14
1087,HD 33844 b,13.4,638.8383,551.40002,,1.6,,0.15,4861.0,5.39,1.46
1088,HD 33844 c,13.5,556.2025,916.0,,2.24,,0.13,4861.0,5.29,1.24
1089,HD 34445 b,13.9,260.6206,1049.0,,2.07,,0.27,5879.0,1.38,0.533
1090,HD 34445 c,8.42,53.5,214.67,,0.7181,,0.036,5836.0,1.38,0.492
1091,HD 34445 d,6.07,30.7,117.87,,0.4817,,0.027,5836.0,1.38,0.754
1092,HD 34445 e,4.26,16.8,49.175,,0.2687,,0.09,5836.0,1.38,1.19
1093,HD 34445 f,6.88,37.9,676.8,,1.543,,0.031,5836.0,1.38,0.64
1094,HD 34445 g,13.6,120.6,5700.0,,6.36,,0.032,5836.0,1.38,0.263
1095,HD 35759 b,13.0,1195.0408,82.467,,0.389,,0.389,6060.0,1.759974,2.99
1096,HD 35843 b,2.29,5.84,9.8991,,0.088,,0.0,5666.0,0.897,2.67
1097,HD 35843 c,2.54,11.32,46.9622,479.0,0.25,11.3814,0.153,5666.0,0.897,3.8
1098,HD 360 b,14.0,238.37130525,273.1,,0.98,,0.139,4770.0,10.86,0.477
1099,HD 36384 b,12.7,2097.6674862,490.0,,1.3,,0.2,3940.0,38.4,5.63
1100,HD 3651 b,10.1,72.46524,62.25,,0.295,,0.645,5221.0,0.871954,0.386
1101,HD 37124 b,14.0,214.53525,154.378,,0.53364,,0.054,5698.64,0.949168,0.43
1102,HD 37124 c,14.1,207.22516,885.5,,1.71,,0.125,5698.64,0.949168,0.406
1103,HD 37124 d,14.0,221.20968,1862.0,,2.807,,0.16,5698.64,0.949168,0.443
1104,HD 37605 b,13.2,854.9627,55.01292,,0.277,,0.6745,5329.0,0.91,2.04
1105,HD 37605 c,13.1,1013.8777,2720.0,,3.74,,0.03,5329.0,0.91,2.48
1106,HD 3765 b,8.56,54.98431441,1211.0,,2.108,,0.298,5049.8,0.83061,0.482
1107,HD 38283 b,14.0,127.132,363.20001,,1.02,,0.41,5981.0,1.49,0.255
1108,HD 38529 b,14.1,206.58846455,14.3099,,0.115,,0.256,5697.0,2.857838,0.405
1109,HD 38529 c,12.5,3299.05886466,2127.60566,,3.226,,0.357,5697.0,2.857838,9.28
1110,HD 38801 b,12.5,3082.31534,685.25,,1.623,,0.017,5338.0,2.029,8.67
1111,HD 39091 b,12.3,4481.3805387,2088.8,,3.28,,0.642,5998.0,1.17,13.2
1112,HD 39194 b,1.99,4.62,5.63692,,0.05895,,0.101,5205.0,0.783742,3.22
1113,HD 39194 c,2.65,7.49,14.0309,,0.1083,,0.078,5205.0,0.783742,2.21
1114,HD 39194 d,2.12,5.16,33.874,,0.1949,,0.159,5205.0,0.783742,2.98
1115,HD 39855 b,2.85,8.5,3.2498,,0.041,,0.14,5576.0,0.744665,2.02
1116,HD 40307 b,,1188.99607059,4.3123,910.0,0.0468,,0.2,4956.0,0.716684,
1117,HD 40307 c,,1868.51320475,9.6184,696.0,0.0799,,0.06,4956.0,0.716684,
1118,HD 40307 d,,1775.3894815,20.432,541.0,0.1321,,0.07,4956.0,0.716684,
1119,HD 40307 f,2.13,5.2,51.76,398.0,0.247,,0.02,4956.0,0.716684,2.96
1120,HD 40307 g,2.56,7.1,197.8,255.0,0.6,,0.29,4956.0,0.716684,2.33
1121,HD 40956 b,13.2,858.141,578.6,,1.4,,0.24,4869.0,8.56,2.05
1122,HD 40979 b,12.9,1484.2661,264.14999,,0.85,,0.25,6165.0,1.21,3.8
1123,HD 41004 A b,13.2,807.25,963.0,,,,0.74,5310.0,0.85,1.93
1124,HD 41004 B b,12.1,5838.29,1.3283,,,,0.081,5036.0,1.04137,18.1
1125,HD 4113 b,13.5,541.26177712,526.5239,,1.28,,0.899,5688.0,1.077514,1.21
1126,HD 42012 b,13.5,508.528,857.5,,1.67,,0.2,5405.0,0.82,1.14
1127,HD 4203 b,13.3,708.7609,431.88,,1.17,,0.52,5596.0,1.42,1.66
1128,HD 4203 c,13.3,689.66,6700.0,,6.95,,0.24,5582.0,1.49795,1.61
1129,HD 4208 b,13.9,257.4423,832.97,,1.662,,0.042,5717.0,0.846,0.527
1130,HD 42618 b,3.89,14.4,149.61,337.0,0.554,3.16,0.19,5727.0,0.999,1.34
1131,HD 4308 b,4.12,15.8915,15.56,,0.12,,0.0,5686.0,1.02,1.25
1132,HD 4313 b,13.4,612.45841,356.21,,1.157,,0.147,4943.0,5.14,1.4
1133,HD 43197 b,14.2,175.75910907,308.92072,,0.882,,0.742,5508.0,1.0,0.337
1134,HD 43197 c,12.6,2500.67390628,9295.9735,,8.54,,0.149,5508.0,1.0,6.87
1135,HD 43691 b,13.2,810.4665,36.9987,,0.238,,0.0796,6093.0,1.6,1.94
1136,HD 44219 b,14.1,184.34047606,472.0,,1.26,,0.41,5752.0,1.32,0.361
1137,HD 45184 b,3.52,12.19,5.8854,,0.0644,,0.07,5869.0,1.075139,1.54
1138,HD 45184 c,2.91,8.81,13.1354,,0.11,,0.07,5869.0,1.075139,1.96
1139,HD 45350 b,13.5,568.89,963.6,,1.92,,0.778,5566.0,1.26442,1.27
1140,HD 45364 b,9.03,60.16491745,225.79,,0.6793,,0.067,5466.0,0.89,0.449
1141,HD 45364 c,14.2,174.48779544,345.43,,0.902,,0.019,5466.0,0.89,0.335
1142,HD 45652 b,14.3,137.62039,44.073,,0.237,,0.607,5294.0,0.94,0.259
1143,HD 457 b,11.9,8445.3364308,20324.58153,,15.369,,0.565,6114.04,1.28194,27.5
1144,HD 46375 b,10.0,71.8,3.023573,,0.0398,,0.063,5285.0,0.914196,0.395
1145,HD 47186 b,5.02,22.2481,4.0845,,0.05,,0.04,5657.0,1.08,0.966
1146,HD 47186 c,13.0,111.42,1353.6,,2.395,,0.249,5657.0,1.08,0.279
1147,HD 4732 b,13.4,631.2072163,371.74,,1.129,,0.266,4898.0,5.03,1.44
1148,HD 4732 c,13.1,1069.49258955,3184.2,,4.725,,0.187,4898.0,5.03,2.61
1149,HD 47366 b,13.4,661.71874337,360.08,,1.207,,0.071,4866.0,7.3,1.51
1150,HD 47366 c,13.5,483.73483545,677.53,,1.84,,0.161,4866.0,7.3,1.08
1151,HD 47536 b,12.6,2330.0,712.13,,1.93,,0.2,4380.0,23.47,6.4
1152,HD 4760 b,12.3,4417.837,434.0,,1.14,,0.23,4076.0,42.4,13.0
1153,HD 48265 b,12.6,2351.9302118,778.51,,1.814,,0.211,5733.0,1.901,6.46
1154,HD 48265 c,12.9,1414.33641115,10418.0,,10.4,,0.41,5805.0,2.05,3.62
1155,HD 48948 b,2.06,4.88,7.34013,957.0,0.0652,138.85,0.055,4593.0,0.679,3.07
1156,HD 48948 c,2.6,7.27,38.06,553.0,0.1951,15.5,0.55,4593.0,0.679,2.27
1157,HD 48948 d,3.24,10.59,151.92,349.0,0.4894,2.46,0.055,4593.0,0.679,1.71
1158,HD 4917 b,13.5,513.29545,400.5,,1.167,,0.066,4802.0,5.01,1.15
1159,HD 49674 b,6.2,31.783,4.94737,,0.06,,0.09,5602.0,1.02,0.733
1160,HD 50499 b,13.5,519.96988,2447.1,,3.833,,0.266,6102.0,1.351,1.16
1161,HD 50499 c,13.2,931.2419,8619.9,,9.02,,0.0,6099.0,1.42,2.22
1162,HD 50554 b,12.8,1859.29618095,1293.0,,2.353,,0.501,5987.0,1.02,4.87
1163,HD 51608 b,3.62,12.77,14.0726,,0.1059,,0.09,5358.0,0.916136,1.48
1164,HD 51608 c,3.87,14.31,95.9446,,0.3809,,0.14,5358.0,0.916136,1.36
1165,HD 52265 b,13.7,384.5743,119.27,405.0,0.52,,0.27,6136.0,1.32,0.822
1166,HD 5278 b,2.45,7.8,14.339156,943.0,0.1202,132.0,0.08,6203.0,1.194,2.9
1167,HD 5278 c,4.49,18.4,40.87,,0.2416,,0.07,6203.0,1.194,1.12
1168,HD 5319 b,13.5,494.54348,637.1,,1.57,,0.092,4871.0,4.06,1.1
1169,HD 5319 c,13.8,334.67499,872.2,,1.93,,0.183,4871.0,4.06,0.7
1170,HD 55696 b,12.9,1357.12729789,1827.0,,3.18,,0.705,6012.0,1.52,3.47
1171,HD 5583 b,12.8,1837.0574,139.35,,0.53,,0.076,4830.0,9.09,4.81
1172,HD 5608 b,13.7,371.22357938,768.7,,1.79,,0.11,4807.0,5.43,0.793
1173,HD 564 b,12.5,104.88,492.3,,1.2,,0.096,5902.0,1.01,0.295
1174,HD 56414 b,3.71,13.3,29.04992,1133.0,0.229,1614.3559,0.68,8500.0,1.751,1.43
1175,HD 56957 b,12.8,1880.90851263,5859.08992,,6.426,,0.273,5743.0,1.77793,4.93
1176,HD 5891 b,12.6,2425.0429,177.11,,0.64,,0.07,4673.0,10.64,6.66
1177,HD 59686 A b,12.7,2199.3836,299.36,,1.086,,0.05,4658.0,13.2,5.9
1178,HD 60292 b,12.7,2065.895,495.4,,1.5,,0.27,4348.0,27.0,5.54
1179,HD 60532 b,13.8,336.8998,201.9,,0.77,,0.26,6245.0,2.57,0.704
1180,HD 60532 c,13.3,797.7533,600.1,,1.6,,0.03,6245.0,2.57,1.86
1181,HD 6061 b,2.42763557,10.0,5.2549,1075.31,0.06,339.1,0.0,5934.0,1.0072,3.82
1182,HD 62364 b,12.1,5965.63919939,5138.0,,6.15,0.072,0.607,6255.0,1.401,18.5
1183,HD 62364 c,12.0,7923.46218651,74839.94555,,36.984,,0.773,6255.0,1.401,25.2
1184,HD 62509 b,13.3,731.0,589.64,,1.64,,0.02,4892.63,8.9,1.71
1185,HD 62549 b,12.6,2707.58019923,14306.88519,,11.842,,0.15,5930.46,1.23227,7.44
1186,HD 63433 b,2.14,21.755,7.1079475,967.11,0.072,145.5707,0.24,5553.0,0.934,12.998
1187,HD 63433 c,2.692,15.539,20.5438281,678.92,0.146,35.3582,0.21,5553.0,0.934,4.63
1188,HD 63433 d,1.073,1.25,4.209075,1040.0,0.0503,,0.16,5688.0,0.912,5.56
1189,HD 63454 b,12.31,79.4575,2.81805,,0.04,,0.0,4812.0,0.77,0.234
1190,HD 63765 b,14.2,168.4499,358.0,,0.94,,0.24,5449.0,0.83,0.323
1191,HD 63935 b,2.91575244,10.5,9.058807,825.22,0.083,115.6,0.0,5513.0,0.9598,2.32
1192,HD 63935 c,3.06451296,11.1,21.4027,619.59,0.148,36.7,0.0,5513.0,0.9598,2.11
1193,HD 64114 b,4.41,17.8,45.791,,0.246,,0.12,5676.0,0.882858,1.14
1194,HD 64121 b,13.2,813.64072192,623.0,,1.51,,0.11,5078.0,5.44,1.94
1195,HD 6434 b,14.2,155.7367,21.998,,0.14,,0.17,5769.0,1.12,0.299
1196,HD 65216 b,13.6,411.58985,577.6,,1.301,,0.27,5612.0,0.88,0.899
1197,HD 65216 c,13.4,645.1949,5370.0,,5.75,,0.17,5612.0,0.88,1.47
1198,HD 66141 b,12.8,1906.9,480.5,,1.2,,0.07,4323.0,21.4,5.0
1199,HD 66428 b,12.4,3478.94974302,2269.81726,,3.395,,0.471,5716.0,1.13,10.0
1200,HD 66428 c,13.5,560.64930995,10478.84437,,9.408,,0.207,5716.0,1.13,1.25
1201,HD 67087 b,13.1,973.0,352.2,,1.08,,0.17,6330.0,1.55,2.38
1202,HD 67087 c,12.9,1540.0,2374.0,,3.86,,0.76,6330.0,1.55,3.94
1203,HD 68402 b,12.6,2510.8444153,1103.0,,2.18,,0.03,5950.0,1.02,6.9
1204,HD 68475 b,12.8,1639.99458012,7832.0,,7.27,,0.62,5022.0,0.79099,4.3
1205,HD 6860 b,11.9,8981.83078182,663.87,,2.03,,0.28,3802.0,86.4,29.3
1206,HD 68988 b,13.4,626.1251,6.27711,,0.07,,0.12,5932.0,1.19,1.43
1207,HD 68988 c,12.2,4776.96095721,16000.0,,13.2,,0.45,5883.41,1.255733,14.5
1208,HD 69123 b,13.1,982.08977763,1193.3,,2.482,,0.19,4842.0,7.72,2.4
1209,HD 69830 b,3.17,10.2,8.667,,0.0785,,0.1,5385.0,0.886947,1.76
1210,HD 69830 c,3.46,11.8,31.56,,0.186,,0.13,5385.0,0.886947,1.57
1211,HD 69830 d,4.45,18.1,197.0,,0.63,,0.07,5385.0,0.886947,1.13
1212,HD 70573 b,12.8,1900.0,851.8,,1.76,,0.4,5737.0,0.976919,4.98
1213,HD 70642 b,13.0,1239.5307873,2124.54,,3.318,,0.175,5732.0,0.984,3.1
1214,HD 7199 b,,3639.13526015,615.0,,1.36,,0.19,5371.0,0.97,
1215,HD 72490 b,13.5,561.92344,858.0,,1.88,,0.124,4934.0,4.96,1.26
1216,HD 72659 b,13.2,949.67128012,3549.0,,4.607,,0.2393,5929.0,1.36,2.27
1217,HD 72659 c,12.1,6165.8710958,35500.0,,21.5,,0.114,5929.0,1.36,19.1
1218,HD 72892 b,12.8,1737.88572948,39.44603,,0.228,,0.419,5688.0,1.22,4.55
1219,HD 73256 c,12.2,5085.254512,2690.0,,3.8,,0.16,5570.0,0.944723,15.4
1220,HD 73267 b,13.0,1321.53051631,1257.99159,,2.229,,0.261,5387.0,0.909,3.31
1221,HD 73267 c,12.8,1630.77755632,17071.78045,,12.688,,0.089,5387.0,0.909,4.27
1222,HD 73344 b,2.884,10.48,15.611,911.0,0.131,111.9729,0.03,6252.6,1.22,2.451
1223,HD 73344 c,13.5,118.54999581,65.94,,0.3388,,0.124,6148.0,1.22,0.265
1224,HD 73344 d,13.2,810.46243785,5823.0,,6.7,,0.18,6148.0,1.22,1.94
1225,HD 73526 b,13.1,978.9164,188.3,,0.65,,0.19,5601.0,1.53,2.39
1226,HD 73526 c,13.3,715.09,379.1,,1.03,,0.28,5601.0,1.53,1.67
1227,HD 73534 b,13.7,353.42696,1750.0,,2.99,,0.126,4917.0,2.58,0.755
1228,HD 73583 b,2.79,10.2,6.398042,714.0,0.0604,43.3,0.09,4511.0,0.65,2.58
1229,HD 73583 c,2.39,9.7,18.87974,498.0,0.1242,10.2,0.08,4511.0,0.65,3.88
1230,HD 74156 b,13.5,532.36258173,51.63564,,0.28,,0.636,6068.0,1.510576,1.19
1231,HD 74156 c,12.5,2753.98314665,2448.48726,,3.678,,0.377,6068.0,1.510576,7.75
1232,HD 7449 b,12.6,2597.92939882,1270.55195,,2.438,,0.752,6024.0,0.97,7.14
1233,HD 74698 b,5.12,23.0,15.017,,0.121,123.0,0.1,5783.0,1.333,0.942
1234,HD 74698 c,14.0,126.0,3449.0,,4.5,0.088,0.2,5783.0,1.333,0.252
1235,HD 75289 b,14.2,155.7367,3.50927,1260.0,0.05,,0.03,6117.0,1.23,0.299
1236,HD 75302 b,12.8,1716.2733978,4356.0,,5.3,,0.39,5697.46,0.940904,4.5
1237,HD 75784 b,13.8,317.83,341.2,,1.032,,0.097,4867.0,3.4,0.665
1238,HD 75784 c,12.8,1792.5612,7900.0,,8.4,,0.489,4867.0,3.4,4.7
1239,HD 75898 b,13.2,810.46243785,422.82,,1.2025,,0.105,6122.0,1.55,1.94
1240,HD 75898 c,12.6,2698.36317543,6717.0,,7.39,,0.08,6122.0,1.55,7.41
1241,HD 76700 b,9.6,66.7443,3.97097,,0.05,,0.09,5644.0,1.37,0.415
1242,HD 76920 b,13.1,994.80291391,415.891,,1.091,,0.8782,4664.0,8.33,2.43
1243,HD 77338 b,4.12,15.9,5.7361,,0.06,,0.09,5341.0,0.97,1.25
1244,HD 77946 b,2.89646124,10.9,6.527363,1128.86,0.073,413.1008,0.211,6007.0,1.3174,2.44
1245,HD 79181 b,14.1,203.41018048,273.1,,0.9,,0.259,4862.0,11.06,0.399
1246,HD 7924 b,,2058.25676373,5.39792,825.9,0.06,113.7,0.06,5131.0,0.78,
1247,HD 7924 c,,1762.67634522,15.299,583.6,0.1134,28.35,0.098,5075.0,0.7821,
1248,HD 7924 d,,1568.16536014,24.451,499.0,0.1551,15.17,0.21,5075.0,0.7821,
